COD_MUN;REGION;NOM_MUN;TRASLADO DE RECURSOS DE APROVECHAMIENTO
15377;CENTRO ORIENTE;LABRANZAGRANDE;SIN APROVECHAMIENTO
15380;CENTRO ORIENTE;LA CAPILLA;SIN APROVECHAMIENTO
15401;CENTRO ORIENTE;LA VICTORIA;SIN APROVECHAMIENTO
15403;CENTRO ORIENTE;LA UVITA;SIN APROVECHAMIENTO
15425;CENTRO ORIENTE;MACANAL;SIN APROVECHAMIENTO
15442;CENTRO ORIENTE;MARIPÍ;SIN APROVECHAMIENTO
15455;CENTRO ORIENTE;MIRAFLORES;SIN APROVECHAMIENTO
15464;CENTRO ORIENTE;MONGUA;SIN APROVECHAMIENTO
15466;CENTRO ORIENTE;MONGUÍ;SIN APROVECHAMIENTO
15476;CENTRO ORIENTE;MOTAVITA;SIN APROVECHAMIENTO
15480;CENTRO ORIENTE;MUZO;SIN APROVECHAMIENTO
15491;CENTRO ORIENTE;NOBSA;SIN APROVECHAMIENTO
15494;CENTRO ORIENTE;NUEVO COLÓN;SIN APROVECHAMIENTO
15500;CENTRO ORIENTE;OICATÁ;SIN APROVECHAMIENTO
15507;CENTRO ORIENTE;OTANCHE;SIN APROVECHAMIENTO
15511;CENTRO ORIENTE;PACHAVITA;SIN APROVECHAMIENTO
15514;CENTRO ORIENTE;PÁEZ;SIN APROVECHAMIENTO
15518;CENTRO ORIENTE;PAJARITO;SIN APROVECHAMIENTO
15522;CENTRO ORIENTE;PANQUEBA;SIN APROVECHAMIENTO
15531;CENTRO ORIENTE;PAUNA;SIN APROVECHAMIENTO
15533;CENTRO ORIENTE;PAYA;SIN APROVECHAMIENTO
15537;CENTRO ORIENTE;PAZ DE RÍO;SIN APROVECHAMIENTO
15542;CENTRO ORIENTE;PESCA;SIN APROVECHAMIENTO
15550;CENTRO ORIENTE;PISBA;SIN APROVECHAMIENTO
15580;CENTRO ORIENTE;QUÍPAMA;SIN APROVECHAMIENTO
15599;CENTRO ORIENTE;RAMIRIQUÍ;SIN APROVECHAMIENTO
15600;CENTRO ORIENTE;RÁQUIRA;SIN APROVECHAMIENTO
15621;CENTRO ORIENTE;RONDÓN;SIN APROVECHAMIENTO
15632;CENTRO ORIENTE;SABOYÁ;SIN APROVECHAMIENTO
15638;CENTRO ORIENTE;SÁCHICA;SIN APROVECHAMIENTO
15646;CENTRO ORIENTE;SAMACÁ;SIN APROVECHAMIENTO
15660;CENTRO ORIENTE;SAN EDUARDO;SIN APROVECHAMIENTO
15664;CENTRO ORIENTE;SAN JOSÉ DE PARE;SIN APROVECHAMIENTO
15667;CENTRO ORIENTE;SAN LUIS DE GACENO;SIN APROVECHAMIENTO
15673;CENTRO ORIENTE;SAN MATEO;SIN APROVECHAMIENTO
15676;CENTRO ORIENTE;SAN MIGUEL DE SEMA;SIN APROVECHAMIENTO
15681;CENTRO ORIENTE;SAN PABLO DE BORBUR;SIN APROVECHAMIENTO
15686;CENTRO ORIENTE;SANTANA;SIN APROVECHAMIENTO
15690;CENTRO ORIENTE;SANTA MARÍA;SIN APROVECHAMIENTO
15693;CENTRO ORIENTE;SANTA ROSA DE VITERBO;SIN APROVECHAMIENTO
15696;CENTRO ORIENTE;SANTA SOFÍA;SIN APROVECHAMIENTO
15720;CENTRO ORIENTE;SATIVANORTE;SIN APROVECHAMIENTO
15723;CENTRO ORIENTE;SATIVASUR;SIN APROVECHAMIENTO
15740;CENTRO ORIENTE;SIACHOQUE;SIN APROVECHAMIENTO
15753;CENTRO ORIENTE;SOATÁ;SIN APROVECHAMIENTO
15755;CENTRO ORIENTE;SOCOTÁ;SIN APROVECHAMIENTO
15761;CENTRO ORIENTE;SOMONDOCO;SIN APROVECHAMIENTO
15762;CENTRO ORIENTE;SORA;SIN APROVECHAMIENTO
15763;CENTRO ORIENTE;SOTAQUIRÁ;SIN APROVECHAMIENTO
15764;CENTRO ORIENTE;SORACÁ;SIN APROVECHAMIENTO
15774;CENTRO ORIENTE;SUSACÓN;SIN APROVECHAMIENTO
15778;CENTRO ORIENTE;SUTATENZA;SIN APROVECHAMIENTO
15790;CENTRO ORIENTE;TASCO;SIN APROVECHAMIENTO
15798;CENTRO ORIENTE;TENZA;SIN APROVECHAMIENTO
15804;CENTRO ORIENTE;TIBANÁ;SIN APROVECHAMIENTO
15808;CENTRO ORIENTE;TINJACÁ;SIN APROVECHAMIENTO
15810;CENTRO ORIENTE;TIPACOQUE;SIN APROVECHAMIENTO
15814;CENTRO ORIENTE;TOCA;SIN APROVECHAMIENTO
15816;CENTRO ORIENTE;TOGÜÍ;SIN APROVECHAMIENTO
15820;CENTRO ORIENTE;TÓPAGA;SIN APROVECHAMIENTO
15822;CENTRO ORIENTE;TOTA;SIN APROVECHAMIENTO
15832;CENTRO ORIENTE;TUNUNGUÁ;SIN APROVECHAMIENTO
15835;CENTRO ORIENTE;TURMEQUÉ;SIN APROVECHAMIENTO
15837;CENTRO ORIENTE;TUTA;SIN APROVECHAMIENTO
15839;CENTRO ORIENTE;TUTAZÁ;SIN APROVECHAMIENTO
15842;CENTRO ORIENTE;ÚMBITA;SIN APROVECHAMIENTO
15879;CENTRO ORIENTE;VIRACACHÁ;SIN APROVECHAMIENTO
15897;CENTRO ORIENTE;ZETAQUIRA;SIN APROVECHAMIENTO
17013;EJE CAFETERO;AGUADAS;SIN APROVECHAMIENTO
17042;EJE CAFETERO;ANSERMA;SIN APROVECHAMIENTO
17050;EJE CAFETERO;ARANZAZU;SIN APROVECHAMIENTO
17088;EJE CAFETERO;BELALCÁZAR;SIN APROVECHAMIENTO
17272;EJE CAFETERO;FILADELFIA;SIN APROVECHAMIENTO
17388;EJE CAFETERO;LA MERCED;SIN APROVECHAMIENTO
17433;EJE CAFETERO;MANZANARES;SIN APROVECHAMIENTO
17442;EJE CAFETERO;MARMATO;SIN APROVECHAMIENTO
17444;EJE CAFETERO;MARQUETALIA;SIN APROVECHAMIENTO
17446;EJE CAFETERO;MARULANDA;SIN APROVECHAMIENTO
17486;EJE CAFETERO;NEIRA;SIN APROVECHAMIENTO
17495;EJE CAFETERO;NORCASIA;SIN APROVECHAMIENTO
17513;EJE CAFETERO;PÁCORA;SIN APROVECHAMIENTO
17524;EJE CAFETERO;PALESTINA;SIN APROVECHAMIENTO
17541;EJE CAFETERO;PENSILVANIA;SIN APROVECHAMIENTO
17614;EJE CAFETERO;RIOSUCIO;SIN APROVECHAMIENTO
17616;EJE CAFETERO;RISARALDA;SIN APROVECHAMIENTO
17653;EJE CAFETERO;SALAMINA;SIN APROVECHAMIENTO
17662;EJE CAFETERO;SAMANÁ;SIN APROVECHAMIENTO
17665;EJE CAFETERO;SAN JOSÉ;SIN APROVECHAMIENTO
17777;EJE CAFETERO;SUPÍA;SIN APROVECHAMIENTO
17867;EJE CAFETERO;VICTORIA;SIN APROVECHAMIENTO
17873;EJE CAFETERO;VILLAMARÍA;SIN APROVECHAMIENTO
17877;EJE CAFETERO;VITERBO;SIN APROVECHAMIENTO
18029;CENTRO SUR;ALBANIA;SIN APROVECHAMIENTO
18094;CENTRO SUR;BELÉN DE LOS ANDAQUÍES;SIN APROVECHAMIENTO
18150;CENTRO SUR;CARTAGENA DEL CHAIRÁ;SIN APROVECHAMIENTO
18205;CENTRO SUR;CURILLO;SIN APROVECHAMIENTO
18247;CENTRO SUR;EL DONCELLO;SIN APROVECHAMIENTO
18256;CENTRO SUR;EL PAUJÍL;SIN APROVECHAMIENTO
18410;CENTRO SUR;LA MONTAÑITA;SIN APROVECHAMIENTO
18460;CENTRO SUR;MILÁN;SIN APROVECHAMIENTO
18479;CENTRO SUR;MORELIA;SIN APROVECHAMIENTO
18592;CENTRO SUR;PUERTO RICO;SIN APROVECHAMIENTO
18610;CENTRO SUR;SAN JOSÉ DEL FRAGUA;SIN APROVECHAMIENTO
18756;CENTRO SUR;SOLANO;SIN APROVECHAMIENTO
18785;CENTRO SUR;SOLITA;SIN APROVECHAMIENTO
18860;CENTRO SUR;VALPARAÍSO;SIN APROVECHAMIENTO
19022;PACÍFICO;ALMAGUER;SIN APROVECHAMIENTO
19050;PACÍFICO;ARGELIA;SIN APROVECHAMIENTO
19075;PACÍFICO;BALBOA;SIN APROVECHAMIENTO
19100;PACÍFICO;BOLÍVAR;SIN APROVECHAMIENTO
19110;PACÍFICO;BUENOS AIRES;SIN APROVECHAMIENTO
19130;PACÍFICO;CAJIBÍO;SIN APROVECHAMIENTO
19137;PACÍFICO;CALDONO;SIN APROVECHAMIENTO
19142;PACÍFICO;CALOTO;SIN APROVECHAMIENTO
19212;PACÍFICO;CORINTO;SIN APROVECHAMIENTO
19256;PACÍFICO;EL TAMBO;SIN APROVECHAMIENTO
19290;PACÍFICO;FLORENCIA;SIN APROVECHAMIENTO
19300;PACÍFICO;GUACHENÉ;SIN APROVECHAMIENTO
19318;PACÍFICO;GUAPI;SIN APROVECHAMIENTO
19355;PACÍFICO;INZÁ;SIN APROVECHAMIENTO
19364;PACÍFICO;JAMBALÓ;SIN APROVECHAMIENTO
19392;PACÍFICO;LA SIERRA;SIN APROVECHAMIENTO
19397;PACÍFICO;LA VEGA;SIN APROVECHAMIENTO
19418;PACÍFICO;LÓPEZ DE MICAY;SIN APROVECHAMIENTO
19450;PACÍFICO;MERCADERES;SIN APROVECHAMIENTO
19455;PACÍFICO;MIRANDA;SIN APROVECHAMIENTO
19473;PACÍFICO;MORALES;SIN APROVECHAMIENTO
19513;PACÍFICO;PADILLA;SIN APROVECHAMIENTO
19517;PACÍFICO;PÁEZ;SIN APROVECHAMIENTO
19532;PACÍFICO;PATÍA;SIN APROVECHAMIENTO
19533;PACÍFICO;PIAMONTE;SIN APROVECHAMIENTO
19548;PACÍFICO;PIENDAMÓ - TUNÍA;SIN APROVECHAMIENTO
19585;PACÍFICO;PURACÉ;SIN APROVECHAMIENTO
19622;PACÍFICO;ROSAS;SIN APROVECHAMIENTO
19693;PACÍFICO;SAN SEBASTIÁN;SIN APROVECHAMIENTO
19698;PACÍFICO;SANTANDER DE QUILICHAO;SIN APROVECHAMIENTO
19701;PACÍFICO;SANTA ROSA;SIN APROVECHAMIENTO
19743;PACÍFICO;SILVIA;SIN APROVECHAMIENTO
19760;PACÍFICO;SOTARÁ PAISPAMBA;SIN APROVECHAMIENTO
19780;PACÍFICO;SUÁREZ;SIN APROVECHAMIENTO
19785;PACÍFICO;SUCRE;SIN APROVECHAMIENTO
19807;PACÍFICO;TIMBÍO;SIN APROVECHAMIENTO
19809;PACÍFICO;TIMBIQUÍ;SIN APROVECHAMIENTO
19821;PACÍFICO;TORIBÍO;SIN APROVECHAMIENTO
19824;PACÍFICO;TOTORÓ;SIN APROVECHAMIENTO
19845;PACÍFICO;VILLA RICA;SIN APROVECHAMIENTO
20013;CARIBE;AGUSTÍN CODAZZI;SIN APROVECHAMIENTO
20032;CARIBE;ASTREA;SIN APROVECHAMIENTO
20045;CARIBE;BECERRIL;SIN APROVECHAMIENTO
20175;CARIBE;CHIMICHAGUA;SIN APROVECHAMIENTO
20178;CARIBE;CHIRIGUANÁ;SIN APROVECHAMIENTO
20228;CARIBE;CURUMANÍ;SIN APROVECHAMIENTO
20238;CARIBE;EL COPEY;SIN APROVECHAMIENTO
20250;CARIBE;EL PASO;SIN APROVECHAMIENTO
20295;CARIBE;GAMARRA;SIN APROVECHAMIENTO
20310;CARIBE;GONZÁLEZ;SIN APROVECHAMIENTO
20383;CARIBE;LA GLORIA;SIN APROVECHAMIENTO
20400;CARIBE;LA JAGUA DE IBIRICO;SIN APROVECHAMIENTO
20443;CARIBE;MANAURE BALCÓN DEL CESAR;SIN APROVECHAMIENTO
20517;CARIBE;PAILITAS;SIN APROVECHAMIENTO
20550;CARIBE;PELAYA;SIN APROVECHAMIENTO
20570;CARIBE;PUEBLO BELLO;SIN APROVECHAMIENTO
20614;CARIBE;RÍO DE ORO;SIN APROVECHAMIENTO
20621;CARIBE;LA PAZ;SIN APROVECHAMIENTO
20710;CARIBE;SAN ALBERTO;SIN APROVECHAMIENTO
20750;CARIBE;SAN DIEGO;SIN APROVECHAMIENTO
20770;CARIBE;SAN MARTÍN;SIN APROVECHAMIENTO
20787;CARIBE;TAMALAMEQUE;SIN APROVECHAMIENTO
23068;CARIBE;AYAPEL;SIN APROVECHAMIENTO
23079;CARIBE;BUENAVISTA;SIN APROVECHAMIENTO
23090;CARIBE;CANALETE;SIN APROVECHAMIENTO
23168;CARIBE;CHIMÁ;SIN APROVECHAMIENTO
23182;CARIBE;CHINÚ;SIN APROVECHAMIENTO
23189;CARIBE;CIÉNAGA DE ORO;SIN APROVECHAMIENTO
23300;CARIBE;COTORRA;SIN APROVECHAMIENTO
23350;CARIBE;LA APARTADA;SIN APROVECHAMIENTO
23419;CARIBE;LOS CÓRDOBAS;SIN APROVECHAMIENTO
23464;CARIBE;MOMIL;SIN APROVECHAMIENTO
23466;CARIBE;MONTELÍBANO;SIN APROVECHAMIENTO
23500;CARIBE;MOÑITOS;SIN APROVECHAMIENTO
23570;CARIBE;PUEBLO NUEVO;SIN APROVECHAMIENTO
23574;CARIBE;PUERTO ESCONDIDO;SIN APROVECHAMIENTO
23580;CARIBE;PUERTO LIBERTADOR;SIN APROVECHAMIENTO
23586;CARIBE;PURÍSIMA DE LA CONCEPCIÓN;SIN APROVECHAMIENTO
23670;CARIBE;SAN ANDRÉS DE SOTAVENTO;SIN APROVECHAMIENTO
23672;CARIBE;SAN ANTERO;SIN APROVECHAMIENTO
23675;CARIBE;SAN BERNARDO DEL VIENTO;SIN APROVECHAMIENTO
23678;CARIBE;SAN CARLOS;SIN APROVECHAMIENTO
23682;CARIBE;SAN JOSÉ DE URÉ;SIN APROVECHAMIENTO
23686;CARIBE;SAN PELAYO;SIN APROVECHAMIENTO
23807;CARIBE;TIERRALTA;SIN APROVECHAMIENTO
23815;CARIBE;TUCHÍN;SIN APROVECHAMIENTO
23855;CARIBE;VALENCIA;SIN APROVECHAMIENTO
25019;CENTRO ORIENTE;ALBÁN;SIN APROVECHAMIENTO
25040;CENTRO ORIENTE;ANOLAIMA;SIN APROVECHAMIENTO
25053;CENTRO ORIENTE;ARBELÁEZ;SIN APROVECHAMIENTO
25086;CENTRO ORIENTE;BELTRÁN;SIN APROVECHAMIENTO
25095;CENTRO ORIENTE;BITUIMA;SIN APROVECHAMIENTO
25099;CENTRO ORIENTE;BOJACÁ;SIN APROVECHAMIENTO
25120;CENTRO ORIENTE;CABRERA;SIN APROVECHAMIENTO
25123;CENTRO ORIENTE;CACHIPAY;SIN APROVECHAMIENTO
25148;CENTRO ORIENTE;CAPARRAPÍ;SIN APROVECHAMIENTO
25151;CENTRO ORIENTE;CÁQUEZA;SIN APROVECHAMIENTO
25154;CENTRO ORIENTE;CARMEN DE CARUPA;SIN APROVECHAMIENTO
25168;CENTRO ORIENTE;CHAGUANÍ;SIN APROVECHAMIENTO
25178;CENTRO ORIENTE;CHIPAQUE;SIN APROVECHAMIENTO
25181;CENTRO ORIENTE;CHOACHÍ;SIN APROVECHAMIENTO
25183;CENTRO ORIENTE;CHOCONTÁ;SIN APROVECHAMIENTO
25200;CENTRO ORIENTE;COGUA;SIN APROVECHAMIENTO
25224;CENTRO ORIENTE;CUCUNUBÁ;SIN APROVECHAMIENTO
25245;CENTRO ORIENTE;EL COLEGIO;SIN APROVECHAMIENTO
25258;CENTRO ORIENTE;EL PEÑÓN;SIN APROVECHAMIENTO
25279;CENTRO ORIENTE;FÓMEQUE;SIN APROVECHAMIENTO
25281;CENTRO ORIENTE;FOSCA;SIN APROVECHAMIENTO
25288;CENTRO ORIENTE;FÚQUENE;SIN APROVECHAMIENTO
25293;CENTRO ORIENTE;GACHALÁ;SIN APROVECHAMIENTO
25295;CENTRO ORIENTE;GACHANCIPÁ;SIN APROVECHAMIENTO
25297;CENTRO ORIENTE;GACHETÁ;SIN APROVECHAMIENTO
25299;CENTRO ORIENTE;GAMA;SIN APROVECHAMIENTO
25312;CENTRO ORIENTE;GRANADA;SIN APROVECHAMIENTO
25317;CENTRO ORIENTE;GUACHETÁ;SIN APROVECHAMIENTO
25320;CENTRO ORIENTE;GUADUAS;SIN APROVECHAMIENTO
25324;CENTRO ORIENTE;GUATAQUÍ;SIN APROVECHAMIENTO
25326;CENTRO ORIENTE;GUATAVITA;SIN APROVECHAMIENTO
25328;CENTRO ORIENTE;GUAYABAL DE SÍQUIMA;SIN APROVECHAMIENTO
25335;CENTRO ORIENTE;GUAYABETAL;SIN APROVECHAMIENTO
25339;CENTRO ORIENTE;GUTIÉRREZ;SIN APROVECHAMIENTO
25368;CENTRO ORIENTE;JERUSALÉN;SIN APROVECHAMIENTO
25372;CENTRO ORIENTE;JUNÍN;SIN APROVECHAMIENTO
25394;CENTRO ORIENTE;LA PALMA;SIN APROVECHAMIENTO
25398;CENTRO ORIENTE;LA PEÑA;SIN APROVECHAMIENTO
25402;CENTRO ORIENTE;LA VEGA;SIN APROVECHAMIENTO
25426;CENTRO ORIENTE;MACHETÁ;SIN APROVECHAMIENTO
25436;CENTRO ORIENTE;MANTA;SIN APROVECHAMIENTO
25438;CENTRO ORIENTE;MEDINA;SIN APROVECHAMIENTO
25483;CENTRO ORIENTE;NARIÑO;SIN APROVECHAMIENTO
25486;CENTRO ORIENTE;NEMOCÓN;SIN APROVECHAMIENTO
25488;CENTRO ORIENTE;NILO;SIN APROVECHAMIENTO
25489;CENTRO ORIENTE;NIMAIMA;SIN APROVECHAMIENTO
25491;CENTRO ORIENTE;NOCAIMA;SIN APROVECHAMIENTO
25506;CENTRO ORIENTE;VENECIA;SIN APROVECHAMIENTO
25513;CENTRO ORIENTE;PACHO;SIN APROVECHAMIENTO
25518;CENTRO ORIENTE;PAIME;SIN APROVECHAMIENTO
25524;CENTRO ORIENTE;PANDI;SIN APROVECHAMIENTO
25530;CENTRO ORIENTE;PARATEBUENO;SIN APROVECHAMIENTO
25580;CENTRO ORIENTE;PULÍ;SIN APROVECHAMIENTO
25594;CENTRO ORIENTE;QUETAME;SIN APROVECHAMIENTO
25596;CENTRO ORIENTE;QUIPILE;SIN APROVECHAMIENTO
25645;CENTRO ORIENTE;SAN ANTONIO DEL TEQUENDAMA;SIN APROVECHAMIENTO
25649;CENTRO ORIENTE;SAN BERNARDO;SIN APROVECHAMIENTO
25653;CENTRO ORIENTE;SAN CAYETANO;SIN APROVECHAMIENTO
25658;CENTRO ORIENTE;SAN FRANCISCO;SIN APROVECHAMIENTO
25662;CENTRO ORIENTE;SAN JUAN DE RIOSECO;SIN APROVECHAMIENTO
25718;CENTRO ORIENTE;SASAIMA;SIN APROVECHAMIENTO
25736;CENTRO ORIENTE;SESQUILÉ;SIN APROVECHAMIENTO
25745;CENTRO ORIENTE;SIMIJACA;SIN APROVECHAMIENTO
25758;CENTRO ORIENTE;SOPÓ;SIN APROVECHAMIENTO
25769;CENTRO ORIENTE;SUBACHOQUE;SIN APROVECHAMIENTO
25777;CENTRO ORIENTE;SUPATÁ;SIN APROVECHAMIENTO
25779;CENTRO ORIENTE;SUSA;SIN APROVECHAMIENTO
25793;CENTRO ORIENTE;TAUSA;SIN APROVECHAMIENTO
25797;CENTRO ORIENTE;TENA;SIN APROVECHAMIENTO
25805;CENTRO ORIENTE;TIBACUY;SIN APROVECHAMIENTO
25807;CENTRO ORIENTE;TIBIRITA;SIN APROVECHAMIENTO
25823;CENTRO ORIENTE;TOPAIPÍ;SIN APROVECHAMIENTO
25839;CENTRO ORIENTE;UBALÁ;SIN APROVECHAMIENTO
25841;CENTRO ORIENTE;UBAQUE;SIN APROVECHAMIENTO
25845;CENTRO ORIENTE;UNE;SIN APROVECHAMIENTO
25851;CENTRO ORIENTE;ÚTICA;SIN APROVECHAMIENTO
25862;CENTRO ORIENTE;VERGARA;SIN APROVECHAMIENTO
25867;CENTRO ORIENTE;VIANÍ;SIN APROVECHAMIENTO
25871;CENTRO ORIENTE;VILLAGÓMEZ;SIN APROVECHAMIENTO
25873;CENTRO ORIENTE;VILLAPINZÓN;SIN APROVECHAMIENTO
25878;CENTRO ORIENTE;VIOTÁ;SIN APROVECHAMIENTO
25885;CENTRO ORIENTE;YACOPÍ;SIN APROVECHAMIENTO
25898;CENTRO ORIENTE;ZIPACÓN;SIN APROVECHAMIENTO
27006;PACÍFICO;ACANDÍ;SIN APROVECHAMIENTO
27025;PACÍFICO;ALTO BAUDÓ;SIN APROVECHAMIENTO
27050;PACÍFICO;ATRATO;SIN APROVECHAMIENTO
27073;PACÍFICO;BAGADÓ;SIN APROVECHAMIENTO
27075;PACÍFICO;BAHÍA SOLANO;SIN APROVECHAMIENTO
27077;PACÍFICO;BAJO BAUDÓ;SIN APROVECHAMIENTO
27099;PACÍFICO;BOJAYÁ;SIN APROVECHAMIENTO
27135;PACÍFICO;EL CANTÓN DEL SAN PABLO;SIN APROVECHAMIENTO
27150;PACÍFICO;CARMEN DEL DARIÉN;SIN APROVECHAMIENTO
27160;PACÍFICO;CÉRTEGUI;SIN APROVECHAMIENTO
27205;PACÍFICO;CONDOTO;SIN APROVECHAMIENTO
27245;PACÍFICO;EL CARMEN DE ATRATO;SIN APROVECHAMIENTO
27250;PACÍFICO;EL LITORAL DEL SAN JUAN;SIN APROVECHAMIENTO
27361;PACÍFICO;ISTMINA;SIN APROVECHAMIENTO
27372;PACÍFICO;JURADÓ;SIN APROVECHAMIENTO
27413;PACÍFICO;LLORÓ;SIN APROVECHAMIENTO
27425;PACÍFICO;MEDIO ATRATO;SIN APROVECHAMIENTO
27430;PACÍFICO;MEDIO BAUDÓ;SIN APROVECHAMIENTO
27450;PACÍFICO;MEDIO SAN JUAN;SIN APROVECHAMIENTO
27491;PACÍFICO;NÓVITA;SIN APROVECHAMIENTO
27495;PACÍFICO;NUQUÍ;SIN APROVECHAMIENTO
27580;PACÍFICO;RÍO IRÓ;SIN APROVECHAMIENTO
27600;PACÍFICO;RÍO QUITO;SIN APROVECHAMIENTO
27615;PACÍFICO;RIOSUCIO;SIN APROVECHAMIENTO
27660;PACÍFICO;SAN JOSÉ DEL PALMAR;SIN APROVECHAMIENTO
27745;PACÍFICO;SIPÍ;SIN APROVECHAMIENTO
27787;PACÍFICO;TADÓ;SIN APROVECHAMIENTO
27800;PACÍFICO;UNGUÍA;SIN APROVECHAMIENTO
27810;PACÍFICO;UNIÓN PANAMERICANA;SIN APROVECHAMIENTO
41006;CENTRO SUR;ACEVEDO;SIN APROVECHAMIENTO
41013;CENTRO SUR;AGRADO;SIN APROVECHAMIENTO
41026;CENTRO SUR;ALTAMIRA;SIN APROVECHAMIENTO
41206;CENTRO SUR;COLOMBIA;SIN APROVECHAMIENTO
41244;CENTRO SUR;ELÍAS;SIN APROVECHAMIENTO
41298;CENTRO SUR;GARZÓN;SIN APROVECHAMIENTO
41306;CENTRO SUR;GIGANTE;SIN APROVECHAMIENTO
41349;CENTRO SUR;HOBO;SIN APROVECHAMIENTO
41357;CENTRO SUR;ÍQUIRA;SIN APROVECHAMIENTO
41359;CENTRO SUR;ISNOS;SIN APROVECHAMIENTO
41378;CENTRO SUR;LA ARGENTINA;SIN APROVECHAMIENTO
41483;CENTRO SUR;NÁTAGA;SIN APROVECHAMIENTO
41503;CENTRO SUR;OPORAPA;SIN APROVECHAMIENTO
41518;CENTRO SUR;PAICOL;SIN APROVECHAMIENTO
41530;CENTRO SUR;PALESTINA;SIN APROVECHAMIENTO
41548;CENTRO SUR;PITAL;SIN APROVECHAMIENTO
41660;CENTRO SUR;SALADOBLANCO;SIN APROVECHAMIENTO
41668;CENTRO SUR;SAN AGUSTÍN;SIN APROVECHAMIENTO
41676;CENTRO SUR;SANTA MARÍA;SIN APROVECHAMIENTO
41770;CENTRO SUR;SUAZA;SIN APROVECHAMIENTO
41791;CENTRO SUR;TARQUI;SIN APROVECHAMIENTO
41797;CENTRO SUR;TESALIA;SIN APROVECHAMIENTO
41801;CENTRO SUR;TERUEL;SIN APROVECHAMIENTO
41807;CENTRO SUR;TIMANÁ;SIN APROVECHAMIENTO
41872;CENTRO SUR;VILLAVIEJA;SIN APROVECHAMIENTO
41885;CENTRO SUR;YAGUARÁ;SIN APROVECHAMIENTO
44035;CARIBE;ALBANIA;SIN APROVECHAMIENTO
44078;CARIBE;BARRANCAS;SIN APROVECHAMIENTO
44090;CARIBE;DIBULLA;SIN APROVECHAMIENTO
44098;CARIBE;DISTRACCIÓN;SIN APROVECHAMIENTO
44110;CARIBE;EL MOLINO;SIN APROVECHAMIENTO
44279;CARIBE;FONSECA;SIN APROVECHAMIENTO
44378;CARIBE;HATONUEVO;SIN APROVECHAMIENTO
44420;CARIBE;LA JAGUA DEL PILAR;SIN APROVECHAMIENTO
44560;CARIBE;MANAURE;SIN APROVECHAMIENTO
44650;CARIBE;SAN JUAN DEL CESAR;SIN APROVECHAMIENTO
44847;CARIBE;URIBIA;SIN APROVECHAMIENTO
44855;CARIBE;URUMITA;SIN APROVECHAMIENTO
44874;CARIBE;VILLANUEVA;SIN APROVECHAMIENTO
47030;CARIBE;ALGARROBO;SIN APROVECHAMIENTO
47058;CARIBE;ARIGUANÍ;SIN APROVECHAMIENTO
47161;CARIBE;CERRO DE SAN ANTONIO;SIN APROVECHAMIENTO
47170;CARIBE;CHIVOLO;SIN APROVECHAMIENTO
47205;CARIBE;CONCORDIA;SIN APROVECHAMIENTO
47245;CARIBE;EL BANCO;SIN APROVECHAMIENTO
47258;CARIBE;EL PIÑÓN;SIN APROVECHAMIENTO
47268;CARIBE;EL RETÉN;SIN APROVECHAMIENTO
47318;CARIBE;GUAMAL;SIN APROVECHAMIENTO
47460;CARIBE;NUEVA GRANADA;SIN APROVECHAMIENTO
47541;CARIBE;PEDRAZA;SIN APROVECHAMIENTO
47545;CARIBE;PIJIÑO DEL CARMEN;SIN APROVECHAMIENTO
47551;CARIBE;PIVIJAY;SIN APROVECHAMIENTO
47555;CARIBE;PLATO;SIN APROVECHAMIENTO
47570;CARIBE;PUEBLOVIEJO;SIN APROVECHAMIENTO
47605;CARIBE;REMOLINO;SIN APROVECHAMIENTO
