,AÃ‘O,Departamento,TONELADAS APROVECHADAS,TONELADAS DE RESIDUOS,Total,kg_percapita_apro,kg_percapita_noapro
0,2016,ANTIOQUIA,11739.75818,580790.056,3465111,3.387989065862537,167.61080842720477
1,2016,ATLANTICO,1168.161,289872.0,1167555,1.0005190333645952,248.27267237945964
2,2016,"BOGOTA, D.C.",78560.8826,1520333.2740000002,7300918,10.760411581118976,208.23864533199801
3,2016,BOLIVAR,66.729,134552.64,945316,0.07058909401723867,142.33615002813877
4,2016,BOYACA,258.748,5926.53,118852,2.1770605458890047,49.86478982263655
5,2016,CALDAS,365.7705,59546.22000000001,425208,0.8602154710165378,140.04021561212394
6,2016,CAUCA,680.3574,56551.170000000006,310409,2.1918095158323374,182.18276531930456
7,2016,CESAR,74.91411699999999,89498.79000000001,463923,0.16147963562918843,192.91733757541664
8,2016,CORDOBA,1521.009,79535.1,478806,3.17667071841205,166.11132692572775
9,2016,CUNDINAMARCA,366.911,44677.74,701030,0.5233884427199977,63.73156640942612
10,2016,LA GUAJIRA,256.66499999999996,13622.788,174676,1.4693775905104305,77.98889372323617
11,2016,MAGDALENA,606.2645,133714.856,477190,1.2704886942308096,280.21303044908734
12,2016,RISARALDA,89.99158,96318.18000000001,459033,0.19604599233606299,209.82844370666163
13,2016,SANTANDER,3383.0158699999997,352852.56999999995,1355514,2.495743953953998,260.3090561956571
14,2016,VALLE DEL CAUCA,86.3042,8711.84,134759,0.640433663057755,64.64755600739097
15,2017,ANTIOQUIA,41505.60192100001,981640.6549999999,4148602,10.004720125237371,236.6196263223129
16,2017,ATLANTICO,6704.846199999999,468370.01000000007,2095803,3.1991776898878377,223.479978795717
17,2017,"BOGOTA, D.C.",449489.5987099999,2257256.728,7337449,61.259655598287615,307.6350824380517
18,2017,BOLIVAR,733.8729999999999,415113.72,956464,0.7672771792770036,434.00872379932747
19,2017,BOYACA,1293.273,62092.04000000001,416022,3.1086649263740855,149.2518184134493
20,2017,CALDAS,1216.3395400000002,130145.53000000001,429333,2.833091190288192,303.13423379987097
21,2017,CAUCA,1344.2621,77619.25,314054,4.280353378718309,247.15255975087086
22,2017,CESAR,458.65557,169824.346,580715,0.7898118181896455,292.4400885115762
23,2017,CORDOBA,4740.737999999999,116829.62399999998,588790,8.051661882844476,198.42324767744012
24,2017,CUNDINAMARCA,4985.4201,141362.09,944635,5.277615269389765,149.64731351262657
25,2017,HUILA,61.202,2112.5,30926,1.978982086270452,68.30821962103084
26,2017,LA GUAJIRA,954.9201,56275.098000000005,343906,2.776689269742313,163.63511540944327
27,2017,MAGDALENA,1156.4189000000001,175985.06999999998,486246,2.378258947117303,361.9260004195407
28,2017,META,7157.4660650000005,105725.24999999999,521700,13.719505587502397,202.65526164462332
29,2017,QUINDIO,438.388,12460.06,291698,1.5028831188420901,42.715616836591266
30,2017,RISARALDA,180.80457,164273.78999999995,676831,0.2671339965220269,242.71020387659541
31,2017,SANTANDER,6230.04305,705273.9400000001,1433086,4.347291823379756,492.13650820676503
32,2017,SUCRE,37.25899,19589.91,359520,0.10363537494437026,54.48906875834446
33,2017,TOLIMA,452.89033,147145.602,525076,0.8625233870906307,280.23676953431504
34,2017,VALLE DEL CAUCA,1061.080768,789728.2500000002,2686187,0.3950137380606786,293.9960062348601
35,2018,ANTIOQUIA,47013.607039999995,1050407.6180000002,4390756,10.707405977467205,239.23160795088597
36,2018,ARAUCA,100.838,3926.1,85585,1.1782204825611964,45.873692820003505
37,2018,ATLANTICO,28128.310730000005,659095.29,2251234,12.494618831272096,292.77067155169124
38,2018,"BOGOTA, D.C.",778407.59701,2427788.8499999996,7412566,105.01189426306625,327.52340417609764
39,2018,BOLIVAR,2334.79082,477089.59,973045,2.3994684932351538,490.3057823636112
40,2018,BOYACA,9362.916299999999,102870.30399999999,478273,19.576510277602956,215.08699842976708
41,2018,CALDAS,2040.1934999999996,135064.2,485674,4.200746797234358,278.0964185853062
42,2018,CAQUETA,6.0,7929.32,336692,0.01782044123412496,23.550663514428617
43,2018,CASANARE,1099.332,30230.788,168433,6.526820753652789,179.4825717050697
44,2018,CAUCA,2689.3768599999994,79047.82999999999,318059,8.455591132462843,248.53197048346374
45,2018,CESAR,2717.9419900000007,207163.43,639718,4.2486564236116555,323.8355494139605
46,2018,CORDOBA,9301.562600000001,133759.47000000003,596750,15.587034101382491,224.1465772936741
47,2018,CUNDINAMARCA,21125.5469,327164.07200000004,1719230,12.287795641071876,190.2968608039646
48,2018,GUAVIARE,2296.9478000000004,8279.789999999999,52815,43.49044400265077,156.76966770803747
49,2018,HUILA,410.798,28302.29,388479,1.0574522689772163,72.85410536991705
50,2018,LA GUAJIRA,3095.072,85323.33600000001,358596,8.631083447668127,237.93722183181077
51,2018,MAGDALENA,2759.34695,202383.74400000004,605482,4.557273296315993,334.2522882596015
52,2018,META,24721.118531999997,155483.09000000003,703111,35.159624201584094,221.1359088394294
53,2018,NARINO,1076.9681699999999,88616.12,392930,2.740865217723258,225.52648054360827
54,2018,NORTE DE SANTANDER,215.46650000000002,7848.0,50025,4.307176411794104,156.8815592203898
55,2018,QUINDIO,4102.28,156568.19999999998,295208,13.896235874366548,530.365708246389
56,2018,RISARALDA,505.16774000000015,211211.8,684447,0.7380669942303789,308.58751663751906
57,2018,SANTANDER,15174.44843,476845.6270000001,1463667,10.367418565834988,325.7883295858963
58,2018,SUCRE,2509.8533500000003,80869.67400000001,366218,6.853440710178091,220.82386447416567
59,2018,TOLIMA,2297.8884799999996,153506.79,529635,4.338626563576803,289.83505621796144
60,2018,VALLE DEL CAUCA,10820.006879999999,770839.2999999999,3056192,3.5403557368123466,252.22214442024583
61,2019,ANTIOQUIA,75085.23599999999,1165654.37,4902460,15.315828380037775,237.76927705682454
62,2019,ARAUCA,910.6470000000002,15021.500000000004,91875,9.911804081632654,163.4993197278912
63,2019,ATLANTICO,51846.43350000002,651359.6299999999,2634182,19.682175908877984,247.27206776145306
64,2019,"BOGOTA, D.C.",1047281.3275269998,2051905.816,7592871,137.92955622807233,270.24110063242216
65,2019,BOLIVAR,5149.37095,441300.01,1003685,5.130465185790363,439.679789973946
66,2019,BOYACA,15659.842400000001,111112.577,535174,29.26121672577517,207.61953495498662
67,2019,CALDAS,3663.360800000001,148692.47999999998,492381,7.440093748540258,301.98663230303356
68,2019,CAQUETA,133.56,13750.44,341528,0.39106603265325246,40.26153053336769
69,2019,CASANARE,3222.2652000000003,44217.946,210471,15.309782345311232,210.09044476436188
70,2019,CAUCA,3397.6769,87813.24000000002,363639,9.343543734307927,241.48465923622058
71,2019,CESAR,2378.09797,193221.07200000001,670079,3.548981493226918,288.3556595565598
72,2019,CORDOBA,15622.0297,167198.62999999998,829810,18.82603210373459,201.49025680577478
73,2019,CUNDINAMARCA,49168.11617999999,426772.72399999993,2031329,24.204900427257225,210.09532380032968
74,2019,GUAVIARE,1428.3958599999999,10648.240000000002,54333,26.289655642059152,195.98107963852544
75,2019,HUILA,4394.190905,102504.69999999998,512488,8.574231796646947,200.01385398292248
76,2019,LA GUAJIRA,3423.4162999999994,83575.14600000001,374579,9.139370600060332,223.11754262785692
77,2019,MAGDALENA,4914.5529799999995,200787.786,630646,7.792886944498181,318.3843011768884
78,2019,META,34823.88468,655635.1700000002,712391,48.88310587865372,920.3305067020782
79,2019,NARINO,2723.6403999999993,122183.46000000002,392748,6.934829458074897,311.09887255950383
80,2019,NORTE DE SANTANDER,4400.8274,214902.27,1002479,4.389944727021714,214.37084467604805
81,2019,QUINDIO,2121.9400000000005,158031.58000000002,300194,7.068562329693466,526.4315076250692
82,2019,RISARALDA,1468.7565499999998,236377.7,693177,2.118876636126126,341.00626535502477
83,2019,SANTANDER,20230.6431,392758.0399999999,1506320,13.430508192150407,260.74010834351265
84,2019,SUCRE,12188.783699999996,91108.38799999999,446522,27.297162737782227,204.04008761046487
85,2019,TOLIMA,5630.904640000001,165865.08000000005,695505,8.096138259250473,238.48150624366474
86,2019,VALLE DEL CAUCA,32708.45054,1045709.558,3974470,8.229638301459063,263.10666780727996
87,2020,ANTIOQUIA,123409.37999999999,2046835.8203333335,5174297,23.85046316436803,395.57756741318354
88,2020,ARAUCA,161.31,9315.6,96814,1.6661846427169624,96.22162083996116
89,2020,ATLANTICO,81621.73999999999,893142.6349999999,2718475,30.02482641922401,328.5454657482596
90,2020,"BOGOTA, D.C.",1372984.73,2394561.1,7743955,177.2976121374672,309.21681492209086
91,2020,BOLIVAR,7647.72,494999.54,1142176,6.695745664415992,433.3828937046479
92,2020,BOYACA,26931.49,139956.77000000002,543244,49.57531054185597,257.6315062844689
93,2020,CALDAS,3696.0399999999995,170370.47,572433,6.456720699190996,297.6251718541733
94,2020,CAQUETA,1148.9799999999998,84736.78,346022,3.3205403124656807,244.88841749946536
95,2020,CASANARE,8152.190000000001,51607.0,177688,45.87923776507137,290.4360452028275
96,2020,CAUCA,3536.0600000000004,111773.5,367270,9.627957633348764,304.33604704985436
97,2020,CESAR,5212.19,207047.36599999998,694934,7.5002662123309545,297.938172545882
98,2020,CHOCO,99.66,9646.3,130825,0.7617810051595643,73.73437798585897
99,2020,CORDOBA,15648.499999999998,196566.80800000002,839437,18.64166101803947,234.1650510997252
100,2020,CUNDINAMARCA,72339.84999999999,1125226.7580000001,2320041,31.180418794323028,485.00296244764644
101,2020,GUAVIARE,89.95,1740.12,55820,1.6114295951271946,31.17377284127553
102,2020,HUILA,4549.28,127062.216,518169,8.779529458535729,245.21385107947407
103,2020,LA GUAJIRA,3749.5,98496.31599999999,386911,9.69085913814805,254.57098919389725
104,2020,MAGDALENA,6912.929999999999,236034.556,650595,10.625550457657988,362.7979864585495
105,2020,META,43074.37,213954.94,932172,46.20860742438091,229.52302793904988
106,2020,NARINO,3576.8099999999995,138179.52,392589,9.11082582548161,351.96992274363265
107,2020,NORTE DE SANTANDER,9385.409999999998,357210.28,1039489,9.028868992360668,343.6402694016003
108,2020,QUINDIO,1458.7400000000002,185254.68000000002,439856,3.3164035502528106,421.17120148412215
109,2020,RISARALDA,3096.7200000000003,270024.6479999999,700809,4.418778868422067,385.3041955796799
110,2020,SANTANDER,22229.58,423786.85599999997,1562258,14.229135008430106,271.2656014563535
111,2020,SUCRE,3856.84,111296.05799999999,457273,8.43443632140975,243.39083654622073
112,2020,TOLIMA,9462.75,220934.956,824801,11.472767370553624,267.86455884510326
113,2020,VALLE DEL CAUCA,59830.560000000005,2442002.5159999994,4312278,13.87446727692417,566.2906046409807
114,2021,ANTIOQUIA,122129.55000000002,2017421.3167777776,5210676,23.438331226121143,387.170746516916
115,2021,ARAUCA,61.22,3842.52,99143,0.6174919056312599,38.75735049373127
116,2021,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",126.2,43525.079999999994,116632,1.082035804924892,373.18300294944777
117,2021,ATLANTICO,62816.324,857632.6440000001,2699170,23.27245931156615,317.7393954437846
118,2021,"BOGOTA, D.C.",1175691.4800000002,2075374.9100000001,7834167,150.07230251793206,264.91328433514377
119,2021,BOLIVAR,6169.8009999999995,477083.5299999999,1374894,4.487473943445822,346.9965902825963
120,2021,BOYACA,19762.58,133518.03,547197,36.11602402790951,244.00358554597338
121,2021,CALDAS,2564.7599999999998,151185.18999999997,577444,4.441573555184572,261.81792520140476
122,2021,CAQUETA,1216.5800000000002,72834.36,349678,3.4791436693186304,208.2897980427708
123,2021,CASANARE,5540.840000000001,23873.614,179355,30.8931448802654,133.10815979482032
124,2021,CAUCA,3001.25,97178.45999999998,370265,8.105681066263353,262.45651087734456
125,2021,CESAR,3424.4500000000003,183551.84600000002,709509,4.826506781450271,258.70263238380346
126,2021,CHOCO,46.01,16390.77,131886,0.34886189587977495,124.27983258268505
127,2021,CORDOBA,11933.250000000002,196934.41499999998,991461,12.036025622793032,198.63052101898109
128,2021,CUNDINAMARCA,80307.092,573051.785,2412617,33.28629948309243,237.5228994075728
129,2021,HUILA,5406.26,151460.19999999998,597210,9.052527586611076,253.6129669630448
130,2021,LA GUAJIRA,4949.63,89070.948,395720,12.507909633073892,225.0857879308602
131,2021,MAGDALENA,4983.4400000000005,211494.686,660679,7.542906615769534,320.11716128407284
132,2021,META,38325.58,177684.61999999997,726528,52.751690230796335,244.56678889182518
133,2021,NARINO,1911.83,114103.97000000003,392567,4.8700731340127925,290.66113555138367
134,2021,NORTE DE SANTANDER,9981.519999999999,319354.66000000003,1053905,9.47098647411294,303.0203481338451
135,2021,QUINDIO,3720.120000000001,157376.31999999995,483152,7.699688710799087,325.7283836142662
136,2021,RISARALDA,4708.58,213831.338,734554,6.410120971364937,291.10363295278495
137,2021,SANTANDER,21652.622000000003,376020.47599999997,1579810,13.70583930979042,238.01626524708666
138,2021,SUCRE,1954.8400000000001,83830.367,463660,4.216106629858086,180.80137816503472
139,2021,TOLIMA,7798.450000000001,201147.04999999993,737915,10.56822262726737,272.5883739997153
140,2021,VALLE DEL CAUCA,49891.840000000004,2034428.2299999997,4230047,11.794630177868001,480.94695638133567
